"","x"
"12135","D"
"12136","L"
"12137","D"
"12138","D"
"12139","L"
"12140","D"
"12141","D"
"12142","W"
"12143","W"
"12144","L"
"12145","D"
"12146","W"
"12147","L"
"12148","D"
"12149","L"
"12150","W"
"12151","D"
"12152","D"
"12153","W"
"12154","L"
"12155","D"
"12156","L"
"12157","D"
"12158","L"
"12159","D"
"12160","D"
"12161","W"
"12162","D"
"12163","D"
"12164","W"
"12165","W"
"12166","L"
"12167","D"
"12168","W"
"12169","D"
"12170","W"
"12171","W"
"12172","D"
"12173","W"
"12174","L"
"12175","W"
"12176","L"
"12177","L"
"12178","D"
"12179","W"
"12180","L"
"12181","D"
"12182","D"
"12183","L"
"12184","D"
"12185","W"
"12186","W"
"12187","L"
"12188","L"
"12189","W"
"12190","L"
"12191","W"
"12192","W"
"12193","L"
"12194","W"
"12195","L"
"12196","L"
"12197","W"
"12198","D"
"12199","L"
"12200","D"
"12201","L"
"12202","L"
"12203","D"
"12204","W"
"12205","W"
"12206","L"
"12207","W"
"12208","L"
"12209","W"
"12210","L"
"12211","L"
"12212","W"
"12213","W"
"12214","W"
"12215","W"
"12216","L"
"12217","W"
"12218","L"
"12219","D"
"12220","L"
"12221","D"
"12222","D"
"12223","W"
"12224","W"
"12225","L"
"12226","W"
"12227","L"
"12228","D"
"12229","D"
"12230","D"
"12231","W"
"12232","L"
"12233","L"
"12234","W"
"12235","D"
"12236","L"
"12237","L"
"12238","W"
"12239","L"
"12240","W"
"12241","W"
"12242","L"
"12243","L"
"12244","L"
"12245","D"
"12246","D"
"12247","W"
"12248","D"
"12249","W"
"12250","D"
"12251","W"
"12252","W"
"12253","L"
"12254","L"
"12255","W"
"12256","W"
"12257","D"
"12258","D"
"12259","D"
"12260","W"
"12261","D"
"12262","L"
"12263","D"
"12264","L"
"12265","W"
"12266","L"
"12267","L"
"12268","W"
"12269","W"
"12270","W"
"12271","L"
"12272","W"
"12273","L"
"12274","W"
"12275","D"
"12276","W"
"12277","L"
"12278","W"
"12279","L"
"12280","L"
"12281","L"
"12282","L"
"12283","D"
"12284","L"
"12285","W"
"12286","L"
"12287","W"
"12288","W"
"12289","D"
"12290","D"
"12291","D"
"12292","W"
"12293","W"
"12294","D"
"12295","W"
"12296","W"
"12297","D"
"12298","L"
"12299","L"
"12300","D"
"12301","L"
"12302","L"
"12303","D"
"12304","L"
"12305","D"
"12306","L"
"12307","W"
"12308","D"
"12309","W"
"12310","L"
"12311","L"
"12312","L"
"12313","W"
"12314","D"
"12315","W"
"12316","L"
"12317","D"
"12318","L"
"12319","L"
"12320","W"
"12321","W"
"12322","L"
"12323","L"
"12324","L"
"12325","D"
"12326","D"
"12327","D"
"12328","W"
"12329","W"
"12330","L"
"12331","D"
"12332","D"
"12333","D"
"12334","L"
"12335","D"
"12336","W"
"12337","L"
"12338","D"
"12339","D"
"12340","D"
"12341","W"
"12342","L"
"12343","W"
"12344","L"
"12345","W"
"12346","W"
"12347","L"
"12348","W"
"12349","L"
"12350","L"
"12351","L"
"12352","W"
"12353","W"
"12354","D"
"12355","W"
"12356","L"
"12357","L"
"12358","D"
"12359","W"
"12360","L"
"12361","D"
"12362","W"
"12363","L"
"12364","W"
"12365","L"
"12366","W"
"12367","L"
"12368","W"
"12369","L"
"12370","L"
"12371","L"
"12372","L"
"12373","D"
"12374","W"
"12375","D"
"12376","L"
"12377","L"
"12378","L"
"12379","W"
"12380","W"
"12381","W"
"12382","L"
"12383","W"
"12384","L"
"12385","W"
"12386","D"
"12387","D"
"12388","L"
"12389","L"
"12390","W"
"12391","L"
"12392","W"
"12393","W"
"12394","L"
"12395","L"
"12396","D"
"12397","W"
"12398","L"
"12399","W"
"12400","W"
"12401","D"
"12402","L"
"12403","W"
"12404","D"
"12405","W"
"12406","D"
"12407","W"
"12408","L"
"12409","W"
"12410","W"
"12411","L"
"12412","W"
"12413","L"
"12414","D"
"12415","W"
"12416","D"
"12417","W"
"12418","L"
"12419","W"
"12420","L"
"12421","L"
"12422","L"
"12423","D"
"12424","D"
"12425","W"
"12426","W"
"12427","W"
"12428","D"
"12429","D"
"12430","W"
"12431","W"
"12432","W"
"12433","D"
"12434","L"
"12435","D"
"12436","W"
"12437","D"
"12438","D"
"12439","L"
"12440","D"
"12441","W"
"12442","D"
"12443","D"
"12444","W"
"12445","D"
"12446","D"
"12447","W"
"12448","L"
"12449","L"
"12450","W"
"12451","L"
"12452","D"
"12453","W"
"12454","D"
"12455","L"
"12456","L"
"12457","L"
"12458","W"
"12459","L"
"12460","D"
"12461","W"
"12462","W"
"12463","W"
"12464","W"
"12465","L"
"12466","W"
"12467","D"
"12468","D"
"12469","L"
"12470","L"
"12471","D"
"12472","D"
"12473","W"
"12474","L"
"12475","D"
"12476","L"
"12477","W"
"12478","W"
"12479","W"
"12480","L"
"12481","W"
"12482","D"
"12483","L"
"12484","L"
"12485","D"
"12486","D"
"12487","L"
"12488","L"
"12489","W"
"12490","W"
"12491","L"
"12492","L"
"12493","W"
"12494","W"
"12495","L"
"12496","D"
"12497","W"
"12498","D"
"12499","W"
"12500","W"
"12501","L"
"12502","D"
"12503","D"
"12504","L"
"12505","D"
"12506","L"
"12507","D"
"12508","D"
"12509","L"
"12510","D"
"12511","L"
"12512","W"
"12513","W"
"12514","W"
"12515","L"
"12516","D"
"12517","L"
"12518","W"
"12519","D"
"12520","L"
"12521","D"
"12522","D"
"12523","L"
"12524","W"
"12525","L"
"12526","L"
"12527","L"
"12528","D"
"12529","L"
"12530","W"
"12531","W"
"12532","L"
"12533","D"
"12534","L"
"12535","L"
"12536","L"
"12537","L"
"12538","W"
"12539","D"
"12540","L"
"12541","L"
"12542","D"
"12543","W"
"12544","L"
"12545","W"
"12546","L"
"12547","W"
"12548","W"
"12549","D"
"12550","L"
"12551","W"
"12552","W"
"12553","D"
"12554","W"
"12555","L"
"12556","D"
"12557","D"
"12558","L"
"12559","W"
"12560","W"
"12561","D"
"12562","W"
"12563","L"
"12564","L"
"12565","D"
"12566","L"
"12567","L"
"12568","W"
"12569","L"
"12570","D"
"12571","W"
"12572","L"
"12573","L"
"12574","D"
"12575","D"
"12576","D"
"12577","D"
"12578","W"
"12579","W"
"12580","L"
"12581","W"
"12582","D"
"12583","D"
"12584","D"
"12585","L"
"12586","W"
"12587","W"
"12588","L"
"12589","D"
"12590","L"
"12591","W"
"12592","L"
"12593","L"
"12594","W"
"12595","L"
"12596","W"
"12597","L"
"12598","W"
"12599","L"
"12600","L"
"12601","L"
"12602","L"
"12603","W"
"12604","W"
"12605","L"
"12606","W"
"12607","W"
"12608","L"
"12609","D"
"12610","W"
"12611","D"
"12612","L"
"12613","L"
"12614","L"
"12615","W"
"12616","L"
"12617","W"
"12618","W"
"12619","W"
"12620","L"
"12621","L"
"12622","L"
"12623","L"
"12624","D"
"12625","L"
"12626","W"
"12627","L"
"12628","L"
"12629","W"
"12630","W"
"12631","L"
"12632","W"
"12633","D"
"12634","D"
"12635","L"
"12636","D"
"12637","L"
"12638","W"
"12639","D"
"12640","L"
"12641","W"
"12642","D"
"12643","D"
"12644","W"
"12645","W"
"12646","L"
"12647","W"
"12648","L"
"12649","W"
"12650","L"
"12651","W"
"12652","L"
"12653","W"
"12654","W"
"12655","L"
"12656","L"
"12657","D"
"12658","L"
"12659","L"
"12660","L"
"12661","W"
"12662","W"
"12663","L"
"12664","L"
"12665","W"
"12666","D"
"12667","W"
"12668","D"
"12669","D"
"12670","L"
"12671","L"
"12672","D"
"12673","W"
"12674","W"
"12675","W"
"12676","D"
"12677","D"
"12678","L"
"12679","W"
"12680","D"
"12681","L"
"12682","W"
"12683","W"
"12684","L"
"12685","L"
"12686","W"
"12687","L"
"12688","D"
"12689","W"
"12690","D"
"12691","L"
"12692","L"
"12693","L"
"12694","L"
"12695","W"
"12696","L"
"12697","L"
"12698","L"
"12699","D"
"12700","L"
"12701","L"
"12702","L"
"12703","W"
"12704","D"
"12705","L"
"12706","D"
"12707","L"
"12708","W"
"12709","W"
"12710","W"
"12711","L"
"12712","L"
"12713","W"
"12714","L"
"12715","D"
"12716","L"
"12717","D"
"12718","D"
"12719","W"
"12720","D"
"12721","L"
"12722","D"
"12723","W"
"12724","L"
"12725","D"
"12726","L"
"12727","W"
"12728","W"
"12729","D"
"12730","W"
"12731","L"
"12732","L"
"12733","W"
"12734","L"
"12735","W"
"12736","L"
"12737","L"
"12738","D"
"12739","W"
"12740","W"
"12741","L"
"12742","W"
"12743","L"
"12744","L"
"12745","L"
"12746","D"
"12747","D"
"12748","D"
"12749","D"
"12750","L"
"12751","L"
"12752","D"
"12753","W"
"12754","W"
"12755","L"
"12756","L"
"12757","L"
"12758","W"
"12759","L"
"12760","W"
"12761","D"
"12762","L"
"12763","W"
"12764","W"
"12765","D"
"12766","D"
"12767","W"
"12768","L"
"12769","L"
"12770","L"
"12771","D"
"12772","W"
"12773","L"
"12774","W"
"12775","L"
"12776","W"
"12777","D"
"12778","L"
"12779","L"
"12780","D"
"12781","W"
"12782","L"
"12783","W"
"12784","L"
"12785","D"
"12786","L"
"12787","W"
"12788","W"
"12789","W"
"12790","L"
"12791","D"
"12792","W"
"12793","L"
"12794","D"
"12795","D"
"12796","L"
"12797","D"
"12798","L"
"12799","L"
"12800","L"
"12801","D"
"12802","L"
"12803","L"
"12804","L"
"12805","W"
"12806","L"
"12807","L"
"12808","D"
"12809","L"
"12810","D"
"12811","L"
"12812","D"
"12813","W"
"12814","L"
"12815","W"
"12816","W"
"12817","W"
"12818","L"
"12819","W"
"12820","L"
"12821","D"
"12822","L"
"12823","L"
"12824","L"
"12825","L"
"12826","W"
"12827","D"
"12828","L"
"12829","L"
"12830","D"
"12831","D"
"12832","D"
"12833","W"
"12834","W"
"12835","D"
"12836","W"
"12837","L"
"12838","L"
"12839","L"
"12840","L"
"12841","D"
"12842","L"
"12843","L"
"12844","L"
"12845","L"
"12846","W"
"12847","L"
"12848","L"
"12849","D"
"12850","W"
"12851","L"
"12852","L"
"12853","L"
"12854","L"
"12855","D"
"12856","L"
"12857","L"
"12858","L"
"12859","W"
"12860","L"
"12861","W"
"12862","L"
"12863","L"
"12864","L"
"12865","D"
"12866","L"
"12867","L"
"12868","D"
"12869","D"
"12870","W"
"12871","L"
"12872","W"
"12873","L"
"12874","L"
"12875","L"
"12876","L"
"12877","L"
"12878","L"
"12879","W"
"12880","L"
"12881","W"
"12882","L"
"12883","W"
"12884","D"
"12885","L"
"12886","D"
"12887","W"
"12888","L"
"12889","L"
"12890","L"
"12891","L"
"12892","L"
"12893","L"
"12894","D"
"12895","L"
"12896","L"
"12897","L"
"12898","W"
"12899","W"
"12900","L"
"12901","L"
"12902","W"
"12903","L"
"12904","L"
"12905","L"
"12906","L"
"12907","L"
"12908","L"
"12909","L"
"12910","L"
